c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
1554,Customer#000001554,"P3 Dv,6yllTNmL9yt6NUZZPZjvM2coWJd",44,11-104-635-9839,9751.085811401043,BUILDING,ly according to the unusual foxes. carefully ironic accounts haggle accounts-- regular dolphins will integ
1555,Customer#000001555,zE dN3aqjaG,8,18-171-394-5011,4999.093533054511,MACHINERY,"egular ideas cajole around the ironic, pending deposits. furiously pending dolphins serve blithely regular "
1556,Customer#000001556,KXkletMlL2JQEA ,1,11-845-129-3851,5918.767519267664,FURNITURE,", ironic packages across the unus"
1557,Customer#000001557,apgzK3HWAjKHFteJ16Tg3OERViesqBbx,38,13-324-350-3564,2331.9273796933703,MACHINERY,riously ironic pinto beans cajole silently. regular foxes wake slyly. bravely 
1558,Customer#000001558,27adTXaVp7araW,20,30-765-163-9750,9274.658001720663,AUTOMOBILE,pinto beans; furiously special platelets haggle quickly against the slyly unusual foxes. 
1559,Customer#000001559,"WN7onCgcC,,Lt4dC4C f7SCgnHWSjeTUp",32,28-575-379-5893,9698.705878728819,BUILDING,y across the regular dependencies. fur
1560,Customer#000001560,"HCBXAou,1eP6Z3IynHFI7XmEBgu27Sx",4,14-798-211-2891,2724.6773578343646,FURNITURE,e. carefully bold deposits sleep regu
1561,Customer#000001561,"JrvrIEzAre,VJzJCi3SEmib1T2,YVXVvOGxaVZwR",38,13-265-738-4361,7485.294733895614,AUTOMOBILE,s haggle around the special dependencies. slyly regular requests are according to the idly sly ideas! fluffily final
1562,Customer#000001562,INrMv02tUJWFSRMEbBl0oUTtCjry8qUcI8T,26,29-992-959-9626,-749.3183815603393,BUILDING,e furiously according to the slyly final ideas. blithely silent excuses cajole s
1563,Customer#000001563,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",41,12-446-416-8471,1783.5377752680151,MACHINERY,. pinto beans hang slyly final deposits. ac
1564,Customer#000001564,7MqN5yFijW6Yua7LVU6i7QMjjiyJ2KTZEaQ,36,33-558-545-3053,6347.059625366509,FURNITURE,ges haggle slyly across the carefully pending accounts. slyly regular accounts should sleep. slyly express packages
1565,Customer#000001565,aI12bsLSd1Y4dIx2Me5BLbGDCZPn ,49,30-627-947-8311,935.2169175134203,HOUSEHOLD,"eans. regular, regular foxes wake furiously carefully even pinto beans. furiously r"
1566,Customer#000001566,"KDZMMuMVSWQPkGpoTUE0G 1vXHd3mS4c,A,kFR",16,26-203-849-3685,10054.070460709056,BUILDING,arefully final ideas. unusual accounts sleep. final packages wake. fluffily bold dependencies hang slyly. bl
1567,Customer#000001567,"51mhHAvPHZACedHYXVU5HXoDIQtBK9,pxuOIlJ",29,17-581-575-4538,6359.482187531091,FURNITURE,silent theodolites. fluffily special
1568,Customer#000001568,LHLR0IKQJHVF1 0UvBNPLq0,4,14-115-338-1002,8671.86888024641,FURNITURE,ily! requests cajole fluffily. slyly regular waters na
1569,Customer#000001569,"rzhIStRHsiWoc6K,7yv3YMqVdrz",15,25-941-650-8313,2661.0506613133502,AUTOMOBILE, express accounts. furiously ironic theodolites serve blithely. blithely thin packages are among the eve
1570,Customer#000001570,TEjWGE4nBzJL2,17,27-566-888-7431,2430.3740193496333,HOUSEHOLD,"requests. special, express requests nag slyly furiousl"
1571,Customer#000001571,"xsg,ehRHS5OKqyBR5YtoPm8myz",9,19-976-832-3312,-578.5710136361242,AUTOMOBILE, the carefully regular foxes. regular accounts wake furiously braids. bold ideas are carefu
1572,Customer#000001572,"cZhhOUzv6,Vbaa2bFT",22,32-885-298-6750,9248.225055875499,FURNITURE,y final packages. furiously ironic packages was. fluffily ironic instructions integrate
1573,Customer#000001573,gfsI6WU i7kYypv09gGIqUFrUod9uhb,35,20-715-510-2804,6559.052781075434,BUILDING,"fully regular accounts print ironic, regular platelets. deposits promise slyly. express, ironic ideas "
1574,Customer#000001574,ktKcS9tV2OC8T42KVqMem NjkNO 4pkXmu,17,27-169-221-8173,10130.505194552683,MACHINERY,"totes against the stealthy deposits haggle fluffily after the regular, regular deposi"
1575,Customer#000001575,"lP,9H6e6mQwLsWYYr2Y",8,18-733-553-2195,9992.931434836122,AUTOMOBILE,ending packages. dependencies along the slyly pending dependencies wake carefu
1576,Customer#000001576,2 HBoqTD0qCyMKtcBPVHbNna,30,30-323-797-7514,3600.917159484647,BUILDING,ackages. blithely unusual accounts a
1577,Customer#000001577,"5NmdMIwTpF8tj7O92363ycA6EL5Yh,vW",24,34-443-780-3708,1820.252678473746,FURNITURE,"ke express, ironic requests. regularly even sauternes detect de"
1578,Customer#000001578,60zzrBpFXjvHzyv0WObH3h8LhYbOaRID58e,22,32-503-721-8203,9989.62414137214,HOUSEHOLD,s requests nag silently carefully special warhorses. special accounts hinder slyly. fluffily enticing
1579,Customer#000001579,ge1GEYt4ewGUiSeqBA4rNB5JhyQ92uKF,25,16-741-513-6919,5059.4401412803145,AUTOMOBILE,arefully final accounts cajole quickly blith
1580,Customer#000001580,"8Cw4p1m1gKYVUgomkAq,es1ZtrnmHaO",31,16-950-729-1638,2488.988924476904,AUTOMOBILE,dolites. furiously regular theodolites integrate furiously. bravely bold requests are. furiously
1581,Customer#000001581,ORP6ofUwyD1,2,12-513-973-2702,4327.905518494878,AUTOMOBILE,foxes would cajole furiously slyly special forges; slyly regular pinto beans inste
1582,Customer#000001582,JE398sXZt2QuKXfJd7poNpyQFLFtth,8,18-131-101-2267,6472.7227541343445,MACHINERY,accounts along the doggedly special asymptotes boost blithely during the quickly regular theodolites. slyly 
1583,Customer#000001583,Q0uJ1frCbi9yvu,29,17-905-805-4635,1303.4693086593243,AUTOMOBILE,fully along the carefully pending Tiresias; special packages along the carefully special deposits try to
1584,Customer#000001584,yjrSjcG z0Rm5PYrVMFTrU pFRMw,22,32-902-625-1946,6785.928475192674,AUTOMOBILE,"hely against the final, brave asymptotes. final ideas haggle slyly bold pinto beans. slyly unusu"
1585,Customer#000001585,",rdHVwNKXKAgREU",39,17-241-806-3530,8396.84526965216,AUTOMOBILE,ldly final instructions mold carefully along the ironic accounts.
1586,Customer#000001586,k2dnnQZowe,24,34-457-910-7430,9582.067747904634,BUILDING,accounts cajole slyly quickly express platelets. carefully silent theodolites wake carefully. pe
1587,Customer#000001587,"kded3b,5e5",24,34-259-484-2624,734.374405603721,BUILDING,"slyly final accounts detect blithely regular, bold requests-- blithely final foxes wake blithel"
1588,Customer#000001588,IgUSuulguDJ5,0,10-784-971-7777,9295.244401620328,FURNITURE,ly even warhorses. quickly even requests wake slyly. 
1589,Customer#000001589,7A2MhrNtsA,24,34-559-605-2237,5883.121977491157,BUILDING,lithely ironic dependencies haggle quickly b
1590,Customer#000001590,c5UAVe71MPvmerPafNlpvTBWCewT,16,26-809-582-2064,-87.30954496401921,AUTOMOBILE, the blithely regular packages boost blithely regular excuses. final dep
1591,Customer#000001591,OoVPZGR5hUp8oo,16,26-593-941-5690,-640.5191427793003,MACHINERY,integrate furiously furiously even pinto beans. ironically pending packages cajole quickly furiously special 
1592,Customer#000001592,4eyqk2zpg4m V JGEtgwNmCq3c,15,25-875-178-1959,8607.188771033476,BUILDING,"es need to affix furiously. ironic, final foxes are against the regular instructions: pinto beans haggle q"
1593,Customer#000001593,"8shFEL7J9sq1NJXR8dixBqaTO,kbSx",22,32-575-838-4260,5174.041106661008,HOUSEHOLD,furiously above the furiously ironic c
1594,Customer#000001594, aiYAeWgI0okGSJv7OgvKqMvPLhxF3blT8josX,36,33-302-620-7535,3884.0897452754707,FURNITURE,ckages nag blithely regular requests: carefully final packages between the slyly regular instructions sleep 
1595,Customer#000001595,EJcG18hFrS0SPT0yvl1b,2,12-878-466-6505,1570.1023520655904,HOUSEHOLD,ntegrate by the carefully special requests. dolphins sleep e
1596,Customer#000001596,sjk1DTHWVMX53kG8AbTtTh1EcMvWeDO8gFDdpQOK,42,31-367-294-4048,8038.96270453285,AUTOMOBILE,lithely regular deposits. carefully pending deposits sleep. quickl
1597,Customer#000001597,"icVt7HjGs,p3YL3nr1MHgaQIY5Gmzej57nB,b",39,17-392-500-4370,1718.7156618964814,AUTOMOBILE,latelets along the carefully even packages cajole blithely packages-- even pinto beans haggle 
1598,Customer#000001598,YIy05RMdthrXqdfnNKud,45,33-159-298-3849,409.5944550176235,AUTOMOBILE,ven frays wake according to the carefully 
1599,Customer#000001599,F8WBznjtO2bX2knXl4ghnsp ixWylkf,16,26-714-322-4800,2253.2936451550077,MACHINERY,tructions. quick theodolites kindle
1600,Customer#000001600,58Srs6gEEoD3ZfwgXDM1OayRiaSY6K9YsveWwV,5,15-613-528-7811,9204.580488560898,BUILDING,"st slyly special platelets. bold,"
1601,Customer#000001601,n2w3Jd1bipwICbOVgrELzcNRexmWSklo,21,31-538-493-4229,2836.677451420029,BUILDING,riously special accounts. slyly final accounts sleep; blithely special requests integrate carefully slyly en
1602,Customer#000001602,G dRBjxmBBug1 xRSa6VwRchFDtU5b,16,26-514-558-7246,7224.60095684344,MACHINERY,er the furiously express excuses use above the regular accounts. regular instructions after the 
1603,Customer#000001603,qGBa7X0dOMsKLuYBpShpJVwGyU9rh,33,32-605-226-2449,4870.41551970834,HOUSEHOLD,nts. quickly quick dolphins run
1604,Customer#000001604,ZFFYipzTg0vSjOhPbcBUgPK9se,34,20-330-305-8843,9199.627603403726,AUTOMOBILE,gle about the busily special theodolites. furiously ironic deposits haggle beside the furiously special accounts. 
1605,Customer#000001605,"YtWggXoOLdwdo7b0y,BZaGUQMLJMX1Y,EC,6Dn",40,33-687-542-7601,2925.038679530203,HOUSEHOLD, platelets. regular deposits detect asymptotes. blithely unusual packages nag slyly at the fluf
1606,Customer#000001606,"RGT yzQ0y4l0H90P783LG4U95bXQFDRXbWa1sl,X",23,33-733-623-5267,9388.758280962105,AUTOMOBILE,y final foxes serve carefully. theodolites are carefully. pending i
1607,Customer#000001607,MUEAEA1ZuvRofNY453Ckr4Apqk1GlOe,2,12-539-480-8897,5913.7544813088625,MACHINERY,ackages. stealthily even attainments sleep carefull
1608,Customer#000001608,4PxJqZUIML EhegD7RXkLY8,15,25-801-622-7438,6128.372484544946,BUILDING,iously regular packages wake according to the slyly final deposits. carefully even packages cajole. carefully
1609,Customer#000001609,"SYG3KMj1fMh7GwvIZ,pY7mGLR1NT6EmNjE",38,13-319-420-5160,6000.969289490533,HOUSEHOLD,"s. even packages use fluffily always express packages. regular, even asymptotes about the furiou"
1610,Customer#000001610,"pYCT1OLD5Y7rBjjAKnf0Lqd 41RC,0n,nT3oNWz9",39,17-473-731-8352,6769.59675965011,FURNITURE," wake carefully outside the ironic, bold packages. blithely special dependencies boost slyly even ideas. careful"
1611,Customer#000001611,ZOyMxutVHpJy,3,13-802-978-9538,-768.0941731894,AUTOMOBILE,counts wake slyly above the instructi
1612,Customer#000001612,ETOH68urIxK839xmKEmfkjc,42,31-334-391-6403,6255.031522045312,MACHINERY,s haggle above the slyly express requests. quickly regular packages after the quickly silent accoun
1613,Customer#000001613,54fBdElRYOjEH8S,41,12-204-803-1483,901.6894045677477,BUILDING,inments. carefully regular instructions haggle carefully slow packages. slyly even packages kindle blithely special
1614,Customer#000001614,SYyEL2nytJXBbFemMseCiivA32USVEDbvGzZS,9,19-621-217-1535,38.54238050028468,AUTOMOBILE,"ve the regular, ironic deposits. requests along the special, regular theodolites lose furi"
1615,Customer#000001615,H7M6JObndO,17,27-601-793-2507,8061.838682608131,BUILDING,efully bold ideas. bold requests sleep carefully blithe instructions. carefully final accounts are blithely quickly 
1616,Customer#000001616,gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj,16,26-338-447-2399,7180.529211677926,BUILDING,ideas affix alongside of the final accounts. quickly ironic deposits abo
1617,Customer#000001617,"NUilehg0nVOkK3K1SW0,BAHCeST2JqKzuTMoGS",28,20-456-773-7693,608.0586588710016,AUTOMOBILE,ending foxes across the carefully
1618,Customer#000001618,"t3QzCf,q1NbshmjOIUY",39,17-228-550-9246,5809.2839911207875,AUTOMOBILE,"l deposits cajole blithely blithely final deposits. express, even foxes grow carefully about the sile"
1619,Customer#000001619,WFOhG9Z9ohRdsyuYnPvBSv,28,20-825-880-1065,-41.411867088556676,BUILDING,ly final deposits. fluffily ironic requests wake carefully carefully regular accounts. quickly sp
1620,Customer#000001620,"yldxLZOgQwzrXh3t4yktykZZV8v,vK2c6pVr",18,28-450-764-4871,8408.65317142171,FURNITURE,"e quickly around the quick, regular pinto beans. regular, regul"
1621,Customer#000001621,IM9mzmyoxeBmvNw8lA7G3Ydska2nkZF,34,20-917-711-4011,940.4168715973069,HOUSEHOLD,"ly regular accounts hang bold, silent packages. unusual foxes haggle slyly above the special, final depo"
1622,Customer#000001622,"OcXtKS,1Hvf2D0 rPvhw4qXViYOudQ3",13,23-496-475-9040,2807.569389917535,BUILDING,s accounts haggle against the furiously final asymptotes. ironically regular accounts boost. furiously fina
1623,Customer#000001623,"oZK,oC0 fdEpqUML",26,29-399-293-6241,9144.537417446862,FURNITURE, the slyly final accounts. deposits cajole carefully. carefully sly packag
1624,Customer#000001624,yWLtmd5usyjsCvyL1QJsBorC,2,12-759-183-9859,4539.904936988885,MACHINERY," blithely even packages sleep carefully bold, unus"
1625,Customer#000001625,CMxcdzgEUkCWP1,8,18-844-576-7345,9733.1411621842,FURNITURE,", final packages use slyly regular deposits. slyly ironic instructions nag careful"
1626,Customer#000001626,84jHYR8u2XvhyT,26,29-562-904-5451,3523.2519843119194,FURNITURE,sual ideas according to the furiously regul
1627,Customer#000001627,"xyV8 FbW4xS,JhkxC0dY527tzcMKxM",24,34-750-735-1314,-570.165107852384,AUTOMOBILE,s. furiously ironic deposits against the carefully bold accounts wake carefully even deposits. fluffily even
1628,Customer#000001628,HpCr1tM88WoELSld708ByJ,4,14-432-882-6163,7723.654330611145,HOUSEHOLD,ic pinto beans are blithely across the grouches. furiously pending platelets sleep pe
1629,Customer#000001629,"7xCLYGLCpFU,toJBIPIrJbLIuLok81h IxK ae5Z",20,30-441-755-3094,3461.9878371311024,MACHINERY, even deposits haggle. packages i
1630,Customer#000001630,cfCP9bE3HnI,48,11-975-454-8499,9656.250969712051,MACHINERY,ect among the carefully regular theodolites. regular dep
1631,Customer#000001631,"wCKx5zcHvwpSffyc9qfi9dvqcm9LT,cLAG",10,20-732-989-5653,606.0623613167307,BUILDING,busy sentiments. pending packages haggle among the express requests-- slyly regular excuses above the slyl
1632,Customer#000001632,szsrOiPtCHVS97Lt,15,25-515-237-9232,4543.165306880867,HOUSEHOLD,"cajole slyly about the regular theodolites! furiously bold requests nag along the pending, regular packages. somas"
1633,Customer#000001633,"5kSJ3qMS,7YKdfmwBFzQN4y8EgPiH,8ln19",15,25-456-286-6398,7430.536983754521,HOUSEHOLD, of the bold requests. blithely regular accounts nag alongside of the carefully silent dolphins. carefully 
1634,Customer#000001634,"4w7DOLtN9Hy,xzZMR",38,13-168-233-7513,6230.187752474099,BUILDING,"wake after the regular, final instructions. final epitaphs mold fluffily blithely ironic id"
1635,Customer#000001635,"5,81YDLFuRR47KKzv8GXdmi3zyP37PlPn",12,22-989-463-6089,6405.489357258657,MACHINERY,e final requests: busily final accounts believe a
1636,Customer#000001636,"AJT,26RbanTdEHOBgTWg",4,14-275-416-1669,6082.535485749016,AUTOMOBILE,"ironic, pending deposits: quickl"
1637,Customer#000001637,7A2MhrNtsA,24,34-559-605-2237,5721.313057763399,BUILDING,lithely ironic dependencies haggle quickly b
1638,Customer#000001638,9T 2avhfyF PQ,0,10-978-597-2747,5195.027940804336,FURNITURE,"fily along the quickly ironic ideas. final, final"
1639,Customer#000001639,"D3TLK5s,gc",15,25-602-810-8723,6491.889478063078,BUILDING,arefully furiously final pinto beans. daringly express deposits 
1640,Customer#000001640,mA8bUqB6WqNEe2nsQXlaHqMqaACj,41,12-521-364-1211,2484.1972834547637,BUILDING, regular ideas cajole! blithely express excuses b
1641,Customer#000001641,"7xCLYGLCpFU,toJBIPIrJbLIuLok81h IxK ae5Z",43,30-441-755-3094,2819.277018087563,MACHINERY, even deposits haggle. packages i
1642,Customer#000001642,"9f3 XsYXdvP0E39ZBi7r7oRCns3PTx,H",17,27-526-143-3959,7553.074844769747,BUILDING,ngly express dolphins boost carefu
1643,Customer#000001643,cq9NmtIT4b6JB8L79iLzljlHs4 3,15,25-110-215-3747,9551.341277833337,HOUSEHOLD,l deposits breach slyly ironic asymptotes. carefully pend
1644,Customer#000001644,KcLmBKitbx7NvU7bpu9clIyccxWG,43,30-933-714-8982,374.22596446744683,HOUSEHOLD,ts. blithely silent courts doze. regular atta
1645,Customer#000001645,droXvSIcNEElsEYS,14,24-973-990-6608,8296.736281032023,HOUSEHOLD,packages cajole furiously since the slyly
1646,Customer#000001646,RSELskV44I3LFA9VLGY2Qe,43,30-749-949-5915,3637.876003711051,FURNITURE,ake furiously express notornis. pending accounts hang slyly slyly blithe theod
1647,Customer#000001647,ewz5JNnxJPmPGY,21,31-562-675-6475,-867.6639622330309,AUTOMOBILE,n theodolites against the evenly even requests boost carefully pinto beans! fi
1648,Customer#000001648,F602TgKjElSWrZ,35,20-871-886-9220,8108.734269456441,FURNITURE,nding packages use. blithely regular sheaves doze blithely. fluffi
1649,Customer#000001649,N KwiRAwIk6KL9WJ6vt0G,9,19-589-784-1249,5905.123743464776,FURNITURE,ses are carefully. quickly regular theodolites cajole. carefully express accounts wake sly
1650,Customer#000001650,oR6sZslMa7bPLxtHFhqdJt,24,34-329-123-7678,9156.652864959384,BUILDING,pliers. ironic requests boost slyly carefully express ideas. blithely ironic foxes af
1651,Customer#000001651,"lKcUKtfu0myNF5msATCFVHHXfMg3,cdb",12,22-897-966-6672,9494.022158762089,AUTOMOBILE, instructions detect slyly. never pending dependencies use slyly enticing accounts. slowl
1652,Customer#000001652,WJ  lVLsFSgZJCHHLqwRmvCjWvYlCs0c2TvO,37,30-743-559-7934,8801.864199218258,HOUSEHOLD,ptotes. furiously even accounts haggle slyly. ironic foxes sl
1653,Customer#000001653,CTbTIB ZTYyKUSY42Ksz F33fxKsSG,24,34-945-256-3226,2573.460079229293,MACHINERY,yly pending deposits about the regular accounts pri
1654,Customer#000001654,qPQOo94iVl,4,14-865-332-8571,5975.437751891782,MACHINERY,onic patterns about the furiously pending
1655,Customer#000001655,m h2wQbujQnQOrcf109reW0 o,25,16-469-554-5196,2469.384965762237,MACHINERY,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ
1656,Customer#000001656,vWLOrmXhRR,8,18-422-845-1202,6689.505529812463,AUTOMOBILE,press requests believe furiously. carefully final instructions snooze carefully. 
1657,Customer#000001657,"XeFbvXCQ,J",26,29-434-961-1623,9152.873804158304,MACHINERY,ecial pinto beans. instructions ought to cajole even
1658,Customer#000001658,l3LM2d2T1n c7yI4sOfpEbbd540qO66A4MARk,13,23-640-395-7009,5704.854532442114,AUTOMOBILE,eposits up the carefully bold requests mo
1659,Customer#000001659,WFOhG9Z9ohRdsyuYnPvBSv,34,20-825-880-1065,312.6586333342416,BUILDING,ly final deposits. fluffily ironic requests wake carefully carefully regular accounts. quickly sp
1660,Customer#000001660,U1Dvu0r793a,24,34-158-697-9591,6910.798579648586,MACHINERY,"accounts was. final, final requests wake. theodolites was slyly. blithely even foxes wake carefully ac"
1661,Customer#000001661,71mmXvaWKf,4,14-355-801-7486,9984.562208322604,FURNITURE,"l, regular gifts should have to x-ray blithely fluffily ironic"
